,gene,x,y,counts
6525,Rif1,45,89,1
6526,Pkp4,45,90,1
6527,Ska2,45,90,1
6528,Ythdc1,45,94,1
6529,Lrp2,45,94,1
6530,Ttn,45,94,1
6531,Tbc1d4,45,94,1
6532,Pafah1b1,45,94,1
6533,Psmd7,45,95,1
6534,Akr1c19,45,96,1
6535,Ivns1abp,45,96,1
6536,Lrp2,45,96,1
6537,Wwc1,45,96,1
6538,Ube2i,45,97,1
6539,Dusp11,45,97,1
6540,Gm15638,45,97,1
6541,Map7,45,99,1
6542,Fam20b,45,99,1
6543,Wac,45,99,1
6544,Chfr,45,99,1
6545,Rnps1,46,0,1
6546,Hadh,46,0,1
6547,Gm17750,46,1,1
6548,Ly6k,46,1,1
6549,Malat1,46,2,1
6550,Ltbp1,46,4,1
6551,Malat1,46,5,1
6552,Cfh,46,6,1
6553,Map2k2,46,7,1
6554,Nktr,46,8,1
6555,R3hdm2,46,8,1
6556,Fip1l1,46,9,1
6557,Fry,46,10,1
6558,Tgfbr1,46,10,1
6559,Mospd2,46,10,1
6560,Malat1,46,12,1
6561,Malat1,46,15,1
6562,Egf,46,15,1
6563,Ube2r2,46,15,1
6564,Umod,46,17,1
6565,Patj,46,21,1
6566,Malat1,46,25,2
6567,Naca,46,26,1
6568,Jmjd1c,46,27,1
6569,Pamr1,46,27,1
6570,Afg3l2,46,31,1
6571,Recql5,46,31,1
6572,Inpp5f,46,33,1
6573,Slc12a1,46,33,1
6574,Ephb2,46,34,1
6575,Ercc6l2,46,34,1
6576,Nsmf,46,35,1
6577,Pml,46,37,1
6578,Slc6a18,46,40,1
6579,Supt16,46,40,1
6580,Cdk4,46,40,1
6581,Malat1,46,41,1
6582,Ypel3,46,41,1
6583,Dst,46,44,1
6584,Strbp,46,44,1
6585,Zfp397,46,44,1
6586,Adck2,46,44,1
6587,Malat1,46,46,1
6588,Phf3,46,47,1
6589,Fbp1,46,48,1
6590,Pcf11,46,48,1
6591,Macf1,46,51,1
6592,2700049A03Rik,46,51,1
6593,Syne1,46,53,1
6594,Rpl13a,46,55,1
6595,Prpf39,46,57,1
6596,Kmt2a,46,58,1
6597,Dyrk2,46,58,1
6598,Akap8l,46,58,1
6599,Ppp4r3a,46,59,1
6600,Mecp2,46,59,1
6601,Vti1a,46,60,1
6602,Rnf25,46,60,1
6603,H2-Q7,46,65,1
6604,Mfsd4b5,46,67,1
6605,Snhg12,46,67,1
6606,Malat1,46,68,1
6607,Lrp6,46,69,1
6608,Macf1,46,70,1
6609,Mettl7a2,46,70,1
6610,Galnt11,46,71,1
6611,Sytl2,46,71,1
6612,Abcc10,46,72,1
6613,Mfsd4b5,46,72,1
6614,1110019B22Rik,46,72,1
6615,Akr1b10,46,72,1
6616,Uqcrc2,46,72,1
6617,Ppfibp1,46,76,1
6618,Slc22a6,46,76,1
6619,Capg,46,76,1
6620,Rpl7a,46,77,1
6621,Srp72,46,77,1
6622,Mpp6,46,79,1
6623,Nedd4,46,80,1
6624,Hagh,46,80,1
6625,Rnf40,46,80,1
6626,Zbtb20,46,81,1
6627,Malat1,46,82,1
6628,Ncapd3,46,82,1
6629,Hspa5,46,82,1
6630,March7,46,83,1
6631,Spag9,46,83,1
6632,Malat1,46,84,1
6633,Dlg1,46,84,1
6634,Mark3,46,84,1
6635,Malat1,46,85,1
6636,Golgb1,46,85,1
6637,Dph6,46,85,1
6638,Eif4enif1,46,85,1
6639,Syne2,46,86,1
6640,Ccdc34,46,88,1
6641,Map3k7,46,88,1
6642,Malat1,46,90,1
6643,Stk38,46,90,1
6644,Pnisr,46,90,1
6645,Abca3,46,90,1
6646,Pth1r,46,90,1
6647,Arhgef28,46,91,1
6648,Epb41l5,46,91,1
6649,Malat1,46,92,1
6650,Wfdc2,46,92,1
6651,Pbrm1,46,92,1
6652,Malat1,46,93,1
6653,Hnrnpul2,46,93,1
6654,Patj,46,93,1
6655,Chmp6,46,93,1
6656,Slc48a1,46,94,1
6657,Acsm2,46,95,1
6658,Malat1,46,97,1
6659,Col4a3,46,97,1
6660,Bloc1s6,46,97,1
6661,1810009A15Rik,46,97,1
6662,Trpm7,46,98,1
6663,Col1a2,47,0,1
6664,Pold1,47,1,1
6665,Malat1,47,9,1
6666,Becn1,47,9,1
6667,Mysm1,47,11,1
6668,Ap3d1,47,12,1
6669,Atrx,47,13,1
6670,Mroh1,47,13,1
6671,Gm48133,47,13,1
6672,Egf,47,14,1
6673,Wnk1,47,14,1
6674,Arfgef1,47,14,1
6675,Mrpl37,47,14,1
6676,Erbin,47,16,1
6677,Csnk1g3,47,17,1
6678,Zmynd11,47,17,1
6679,Ammecr1l,47,20,1
6680,Atp5b,47,20,1
6681,Zfp740,47,22,1
6682,Ube2m,47,22,1
6683,Egf,47,25,1
6684,Htt,47,25,1
6685,Ncor1,47,27,1
6686,Igfbp7,47,27,1
6687,Fus,47,28,1
6688,Malat1,47,29,1
6689,Senp6,47,29,1
6690,Ccnd1,47,29,1
6691,Csnk2a2,47,29,1
6692,Malat1,47,31,1
6693,Malat1,47,32,1
6694,Fxyd2,47,32,1
6695,Atp6v0a4,47,32,1
6696,Myof,47,32,1
6697,Mpzl3,47,32,1
6698,Umod,47,33,1
6699,Dhrs11,47,33,1
6700,Hnrnpu,47,34,1
6701,Ncor1,47,34,1
6702,Slco3a1,47,34,1
6703,Dst,47,36,1
6704,Ahnak,47,36,1
6705,Arhgef5,47,36,1
6706,Malat1,47,37,1
6707,Malat1,47,38,1
6708,Pnn,47,38,1
6709,Gm38394,47,38,1
6710,Odf2l,47,38,1
6711,Adat2,47,38,1
6712,Mrpl28,47,41,1
6713,Stxbp4,47,41,1
6714,Srrm2,47,43,1
6715,Mtch2,47,43,1
6716,Lpl,47,44,1
6717,Ccs,47,45,1
6718,Tacc1,47,45,1
6719,Fnbp1,47,49,1
6720,Mterf1a,47,55,1
6721,Tomm5,47,58,1
6722,Zfp12,47,59,1
6723,Gpr108,47,59,1
6724,Ccdc186,47,60,1
6725,Asah2,47,61,1
6726,Malat1,47,63,1
6727,Svil,47,63,1
6728,Eif4h,47,65,1
6729,Arhgef1,47,66,1
6730,Dvl2,47,66,1
6731,Nfkb1,47,66,1
6732,Nktr,47,67,1
6733,Malat1,47,69,1
6734,Errfi1,47,69,1
6735,Malat1,47,70,1
6736,Slc47a1,47,70,1
6737,Syne1,47,71,1
6738,Gpr137b,47,71,1
6739,Gk5,47,71,1
6740,Snhg11,47,73,1
6741,Zmym6,47,73,1
6742,Strn3,47,73,1
6743,Asah1,47,73,1
6744,Srrm2,47,77,1
6745,Sik1,47,77,1
6746,Hagh,47,77,1
6747,Ccdc191,47,77,1
6748,Nktr,47,78,1
6749,Inpp5f,47,78,1
6750,Dcdc2a,47,78,1
6751,Wipi1,47,78,1
6752,Dst,47,79,1
6753,Washc4,47,80,1
6754,Atp2a2,47,83,1
6755,Spout1,47,83,1
6756,Syne2,47,84,1
6757,Cgnl1,47,84,1
6758,Neat1,47,85,1
6759,Slc47a1,47,85,1
6760,Ireb2,47,85,1
6761,Map2k2,47,85,1
6762,Malat1,47,86,1
6763,Pnn,47,86,1
6764,Odf2,47,86,1
6765,Vamp1,47,86,1
6766,Gabpb2,47,86,1
6767,Eea1,47,87,1
6768,Mlxipl,47,89,1
6769,Trim44,47,89,1
6770,Atp7a,47,89,1
6771,Tardbp,47,90,1
6772,Hnrnpll,47,90,1
6773,Osbpl1a,47,94,1
6774,Malat1,47,94,1
6775,Slc23a3,47,94,1
6776,Anapc4,47,95,1
6777,Malat1,47,96,1
6778,Habp4,47,96,1
6779,Mpp6,47,96,1
6780,Acad12,47,96,1
6781,Malat1,47,97,1
6782,Lmo7,47,97,1
6783,Lrp2,47,97,1
6784,Slc1a1,47,97,1
6785,Ezh1,47,97,1
6786,Zfp821,47,98,1
6787,Tns1,47,99,1
6788,Mfsd10,47,99,1
6789,Dclk3,47,99,1
6790,Luc7l2,48,1,1
6791,Hipk3,48,1,1
6792,Fermt2,48,1,1
6793,Hsd11b1,48,1,1
6794,Clec2d,48,3,1
6795,Cdk11b,48,9,1
6796,Malat1,48,10,1
6797,Miox,48,10,1
6798,Zdhhc1,48,10,1
6799,Gm26885,48,10,1
6800,Malat1,48,12,1
6801,Srcap,48,13,1
6802,Mib2,48,13,1
6803,Tubb2a,48,14,1
6804,Phip,48,15,1
6805,Chka,48,16,1
6806,Herc1,48,16,1
6807,Camk1,48,17,1
6808,Tsc1,48,19,1
6809,Zfp7,48,19,1
6810,Egf,48,20,1
6811,Npepps,48,20,1
6812,Pigo,48,20,1
6813,Myo5c,48,20,1
6814,Col4a4,48,21,1
6815,Dnm3,48,21,1
6816,Slk,48,22,1
6817,Stk4,48,22,1
6818,Tmem207,48,22,1
6819,Malat1,48,23,1
6820,Pdap1,48,23,1
6821,Gpi1,48,23,1
6822,Malat1,48,24,1
6823,Pkn2,48,25,1
6824,Atp6v0a1,48,25,1
6825,Pdrg1,48,25,1
6826,Txndc9,48,26,1
6827,Sgk3,48,26,1
6828,Abca13,48,27,1
6829,Malat1,48,30,1
6830,Tecr,48,30,1
6831,Malat1,48,31,1
6832,Suclg1,48,31,1
6833,Fopnl,48,32,1
6834,Bola3,48,32,1
6835,Cox6c,48,34,1
6836,Nfia,48,35,1
6837,Enox2,48,35,1
6838,Malat1,48,39,1
6839,Mterf1a,48,39,1
6840,Fah,48,40,1
6841,Malat1,48,41,1
6842,Ranbp3l,48,42,1
6843,Malat1,48,44,2
6844,Pdk1,48,44,1
6845,Egf,48,45,1
6846,Slc12a1,48,45,1
6847,Scarf1,48,45,1
6848,Arhgef40,48,47,1
6849,9930021J03Rik,48,47,1
6850,Rmdn1,48,50,1
6851,Arid4b,48,52,1
6852,Hace1,48,54,1
6853,Tmem129,48,54,1
6854,Unc5c,48,57,1
6855,Malat1,48,58,2
6856,Malat1,48,60,1
6857,Ifi27,48,60,1
6858,Cd2ap,48,60,1
6859,Gm4951,48,61,1
6860,Orc4,48,63,1
6861,Piezo1,48,67,1
6862,Chd6,48,67,1
6863,Zfp609,48,67,1
6864,Psme2,48,67,1
6865,Malat1,48,69,1
6866,Acsm2,48,69,1
6867,Abca5,48,69,1
6868,Malat1,48,70,1
6869,Dgkh,48,70,1
6870,Slc22a12,48,70,1
6871,Slc36a1,48,70,1
6872,Clk1,48,71,1
6873,Ddx6,48,71,1
6874,Six5,48,71,1
6875,Sec24b,48,72,1
6876,Lztfl1,48,72,1
6877,Pacsin2,48,72,1
6878,Gpat4,48,72,1
6879,Safb,48,74,1
6880,Gm47283,48,74,1
6881,Arhgap32,48,74,1
6882,Agap3,48,74,1
6883,Ifi44,48,77,1
6884,Ddx46,48,78,1
6885,Clic4,48,78,1
6886,Foxp1,48,80,1
6887,Hmg20b,48,80,1
6888,Ncoa7,48,83,1
6889,Chd2,48,83,1
6890,Clk4,48,83,1
6891,Plekha8,48,83,1
6892,Rrbp1,48,84,1
6893,Ppm1a,48,84,1
6894,Arhgef12,48,85,1
6895,Srrt,48,85,1
6896,Sesn3,48,85,1
6897,Tlk2,48,86,1
6898,A330041J22Rik,48,86,1
6899,Afdn,48,87,1
6900,Emc2,48,87,1
6901,Ddi2,48,87,1
6902,Glmp,48,87,1
6903,Fbrsl1,48,88,1
6904,Malat1,48,89,1
6905,Ccdc39,48,89,1
6906,Dnajc5,48,90,1
6907,Mdn1,48,90,1
6908,Sik1,48,91,1
6909,Chd6,48,91,1
6910,Fam126b,48,92,1
6911,Malat1,48,93,2
6912,Tmem33,48,93,1
6913,Smarcal1,48,94,1
6914,Odf2l,48,95,1
6915,Ugt1a8,48,95,1
6916,Zfp326,48,95,1
6917,Cfap69,48,96,1
6918,Atp1a1,48,96,1
6919,Zbtb20,48,96,1
6920,Ddx46,48,96,1
6921,Malat1,48,97,1
6922,Atrx,48,97,1
6923,Clasp1,48,97,1
6924,Numa1,48,97,1
6925,Dnajc13,48,99,1
6926,Tcf25,48,99,1
6927,Cfh,49,1,1
6928,Rabl2,49,1,1
6929,Rbm26,49,2,1
6930,Ddrgk1,49,5,1
6931,Ppfibp1,49,6,1
6932,Vps13c,49,6,1
6933,Col4a4,49,6,1
6934,Fzd4,49,7,1
6935,Nop58,49,8,1
6936,Phf21a,49,10,1
6937,Tns1,49,11,1
6938,Dnajc3,49,11,1
6939,Dnajb6,49,11,1
6940,Neat1,49,13,1
6941,Itsn2,49,13,1
6942,Malat1,49,14,1
6943,Srsf5,49,14,1
6944,Gm13262,49,15,1
6945,Malat1,49,16,2
6946,Col4a3,49,18,1
6947,Psd3,49,18,1
6948,Sgpp2,49,18,1
6949,Nucb2,49,19,1
6950,Srek1,49,20,1
6951,Hnrnpd,49,20,1
6952,Bbs9,49,21,1
6953,Luc7l3,49,23,1
6954,Ggcx,49,28,1
6955,Tcaf1,49,29,1
6956,Nupr1,49,29,1
6957,Diaph2,49,31,1
6958,Eprn,49,31,1
6959,Gm14002,49,31,1
6960,Malat1,49,33,1
6961,Ranbp10,49,33,1
6962,Shd,49,33,1
6963,Clk1,49,34,1
6964,Nsd1,49,34,1
6965,Zmym5,49,36,1
6966,Plscr2,49,36,1
6967,Srrm1,49,37,1
6968,Actg1,49,38,1
6969,Slc26a11,49,38,1
6970,Pcyox1,49,38,1
6971,Tmem72,49,39,1
6972,Epb41,49,40,1
6973,Hnrnpu,49,40,1
6974,Ankrd12,49,40,1
6975,Stau2,49,40,1
6976,Usp34,49,41,1
6977,Ppp1r1a,49,42,1
6978,Dnajc21,49,43,1
6979,Gm10801,49,45,1
6980,Elk3,49,48,1
6981,Malat1,49,49,1
6982,Chd9,49,50,1
6983,Cstf1,49,51,1
6984,Bod1l,49,54,1
6985,Malat1,49,57,1
6986,Macf1,49,59,1
6987,Ipo13,49,59,1
6988,Emcn,49,60,1
6989,Ptk2,49,61,1
6990,Acin1,49,62,1
6991,Snrnp70,49,63,1
6992,Uqcrfs1,49,65,1
6993,Malat1,49,67,1
6994,Supt16,49,67,1
6995,Tmem161b,49,67,1
6996,Snx29,49,69,1
6997,Plin3,49,70,1
6998,Pnisr,49,71,1
6999,BC005624,49,72,1
7000,Akap9,49,72,1
7001,Col4a3,49,72,1
7002,Gm16170,49,72,1
7003,Ghr,49,74,1
7004,Atl3,49,74,1
7005,Luc7l2,49,75,1
7006,Clptm1l,49,75,1
7007,Malat1,49,78,1
7008,Pex1,49,78,1
7009,Xist,49,79,1
7010,Chd2,49,79,1
7011,Phf10,49,79,1
7012,Acap2,49,79,1
7013,Malat1,49,80,1
7014,Aplp2,49,81,1
7015,Lpar6,49,81,1
7016,Lrp2,49,82,1
7017,Map2k7,49,82,1
7018,Slc39a5,49,82,1
7019,Osbpl7,49,82,1
7020,Rps24,49,83,1
7021,Ubap2l,49,84,1
7022,Fermt2,49,84,1
7023,Nipbl,49,84,1
7024,Col4a3,49,87,1
7025,Malat1,49,90,1
7026,Bicc1,49,91,1
7027,Tcerg1,49,91,1
7028,Atrx,49,93,1
7029,Nrn1l,49,93,1
7030,Crocc,49,94,1
7031,Srpk1,49,95,1
7032,Cdr2,49,95,1
7033,Stat5b,49,97,1
7034,Atrx,50,0,1
7035,Rbm47,50,1,1
7036,Ogt,50,1,1
7037,Dst,50,2,1
7038,Mecom,50,2,1
7039,Tnrc6c,50,3,1
7040,Slc25a35,50,3,1
7041,Prpf4b,50,5,1
7042,Srek1,50,6,1
7043,Malat1,50,8,1
7044,Wnk1,50,8,1
7045,Strbp,50,8,1
7046,Crebbp,50,9,1
7047,Malat1,50,10,2
7048,L1cam,50,10,1
7049,Atp13a3,50,10,1
7050,Malat1,50,13,1
7051,Gmcl1,50,13,1
7052,Nup210,50,14,1
7053,Slc36a4,50,14,1
7054,Malat1,50,16,1
7055,Pkhd1,50,16,1
7056,Espnl,50,16,1
7057,Srek1ip1,50,17,1
7058,Inpp5j,50,18,1
7059,Malat1,50,20,1
7060,Gm43055,50,20,1
7061,Sardh,50,20,1
7062,Dst,50,21,1
7063,Nipbl,50,21,1
7064,E130102H24Rik,50,21,1
7065,Dcaf8,50,23,1
7066,Slc12a3,50,24,1
7067,Atp1a1,50,24,1
7068,Galnt11,50,24,1
7069,Col4a4,50,26,1
7070,Rnf216,50,26,1
7071,Npepps,50,27,1
7072,Malat1,50,29,1
7073,Kng1,50,29,1
7074,Malat1,50,31,1
7075,Nek8,50,31,1
7076,Malat1,50,34,1
7077,Taf1d,50,34,1
7078,Glmp,50,35,1
7079,Sap130,50,37,1
7080,Acss2,50,39,1
7081,Pgap1,50,40,1
7082,Zfp318,50,40,1
7083,Stard7,50,44,1
7084,Usp34,50,48,1
7085,G3bp2,50,49,1
7086,Setd1a,50,49,1
7087,Ahi1,50,50,1
7088,Mycbp2,50,52,1
7089,Akap8l,50,52,1
7090,Gnai2,50,53,1
7091,Cmpk2,50,53,1
7092,Malat1,50,54,2
7093,Slc12a3,50,55,1
7094,Sptan1,50,55,1
7095,Clec1a,50,55,1
7096,Ankrd10,50,57,1
7097,Anks1,50,57,1
7098,Pbx2,50,58,1
7099,Atp5b,50,59,1
7100,Clcc1,50,59,1
7101,Pde2a,50,59,1
7102,Slco3a1,50,60,1
7103,Ganab,50,60,1
7104,Eng,50,62,1
7105,Gm19590,50,62,1
7106,Malat1,50,66,1
7107,Atrx,50,66,1
7108,Rpl3,50,66,1
7109,Syne1,50,66,1
7110,Rps17,50,66,1
7111,Etnk1,50,67,1
7112,Umod,50,72,1
7113,Gprc5b,50,72,1
7114,Hnrnpa2b1,50,73,1
7115,Rapgef3,50,73,1
7116,Clk1,50,75,1
7117,Tyw3,50,75,1
7118,Glul,50,75,1
7119,Malat1,50,76,1
7120,Mafg,50,76,1
7121,Pard3b,50,76,1
7122,Slc20a1,50,76,1
7123,Ptgr2,50,76,1
7124,Malat1,50,77,1
7125,Ikbkb,50,77,1
7126,Dvl1,50,78,1
7127,Cyp51,50,78,1
7128,Nr2c2,50,78,1
7129,Man2b1,50,78,1
7130,Wwc1,50,80,1
7131,2310030G06Rik,50,80,1
7132,Malat1,50,82,1
7133,Kank1,50,82,1
7134,Arap1,50,82,1
7135,Srek1,50,83,1
7136,Tnpo3,50,83,1
7137,Usp30,50,83,1
7138,Dnase2b,50,83,1
7139,Malat1,50,84,1
7140,Ercc5,50,84,1
7141,Acy1,50,84,1
7142,Fnbp4,50,84,1
7143,Hao2,50,85,1
7144,Dock9,50,86,1
7145,Yme1l1,50,86,1
7146,Rps19,50,86,1
7147,Hadh,50,86,1
7148,Rrbp1,50,87,1
7149,Ccar2,50,87,1
7150,Akap9,50,88,1
7151,Ccnl1,50,88,1
7152,Mrpl21,50,88,1
7153,Syne2,50,89,1
7154,Sltm,50,89,1
7155,Ugt1a6b,50,89,1
7156,Malat1,50,90,1
7157,Snrnp70,50,90,1
7158,Gmcl1,50,91,1
7159,Malat1,50,92,1
7160,Golga4,50,93,1
7161,Tcerg1,50,93,1
7162,Iqgap2,50,93,1
7163,Pomgnt1,50,94,1
7164,Gm31718,50,94,1
7165,Malat1,50,97,1
7166,Tns1,50,97,1
7167,Cyba,50,97,1
7168,Malat1,50,98,1
7169,Prpf39,50,98,1
7170,Zkscan1,51,3,1
7171,Ubn2,51,6,1
7172,Senp2,51,6,1
7173,Malat1,51,9,1
7174,Kdm5a,51,10,1
7175,Tsc22d2,51,10,1
7176,Malat1,51,11,1
7177,Trabd,51,11,1
7178,Ccdc141,51,11,1
7179,Ndst1,51,11,1
7180,Tmem175,51,12,1
7181,Plekhb2,51,12,1
7182,Malat1,51,13,1
7183,Lama5,51,13,1
7184,Tfcp2l1,51,14,1
7185,Slc3a1,51,16,1
7186,Gm45607,51,16,1
7187,Itpr1,51,18,1
7188,Prpf40b,51,18,1
7189,Mcidas,51,21,1
7190,Camk2g,51,22,1
7191,Mrpl53,51,24,1
7192,Malat1,51,27,1
7193,Egf,51,27,1
7194,Itpr1,51,27,1
7195,Gm20521,51,30,2
7196,Phf20l1,51,30,1
7197,Atp7a,51,30,1
7198,Malat1,51,32,1
7199,Sestd1,51,32,1
7200,Top3b,51,32,1
7201,Pspc1,51,33,1
7202,Tmem106b,51,33,1
7203,Zfp36l2,51,35,1
7204,Malat1,51,39,1
7205,Myo18a,51,39,1
7206,Psma1,51,39,1
7207,Arrdc1,51,39,1
7208,Grpel1,51,40,1
7209,Upp2,51,41,1
7210,Malat1,51,43,2
7211,Dst,51,43,1
7212,Scai,51,44,1
7213,Cers4,51,45,1
7214,Smg5,51,45,1
7215,Ddx5,51,46,1
7216,Taf15,51,47,1
7217,Sipa1,51,52,1
7218,Ddx18,51,53,1
7219,Malat1,51,58,1
7220,Sec61a2,51,58,1
7221,Nktr,51,61,1
7222,Rab3gap2,51,61,1
7223,Malat1,51,64,1
7224,Limch1,51,64,1
7225,Gm43951,51,65,1
7226,Usp4,51,66,1
7227,Tirap,51,66,1
7228,Sae1,51,67,1
7229,Stard7,51,67,1
7230,Ly6c1,51,67,1
7231,Nae1,51,68,1
7232,Clpb,51,68,1
7233,Hdac7,51,69,1
7234,Baz1b,51,70,1
7235,Eif2s2,51,70,1
7236,Os9,51,71,1
7237,Huwe1,51,71,1
7238,Tns1,51,71,1
7239,Ryk,51,71,1
7240,Pkhd1,51,71,1
7241,Vps53,51,71,1
7242,Mat2a,51,72,1
7243,Srek1,51,72,1
7244,Tgm1,51,72,1
7245,Myg1,51,72,1
7246,Eif3b,51,73,1
7247,Nktr,51,75,1
7248,Pnn,51,75,1
7249,Parp2,51,75,1
7250,Dync1i2,51,76,1
7251,Setd4,51,76,1
7252,Rpl34,51,78,1
7253,Gsk3b,51,78,1
7254,Sft2d2,51,78,1
7255,Malat1,51,80,1
7256,Slc34a1,51,80,1
7257,Rbm6,51,80,1
7258,Nsmce1,51,80,1
7259,Dock4,51,81,1
7260,Glyctk,51,81,1
7261,Micu1,51,81,1
7262,Cd2ap,51,82,1
7263,Cyp2d22,51,82,1
7264,Malat1,51,83,1
7265,Pck1,51,83,1
7266,Senp6,51,83,1
7267,Prpf38b,51,83,1
7268,Zkscan3,51,83,1
7269,Clcn4,51,84,1
7270,Nbeal1,51,85,1
7271,Chd9,51,85,1
7272,Stx2,51,86,1
7273,Eif3g,51,86,1
7274,Cherp,51,86,1
7275,Itga1,51,88,1
7276,Dyrk2,51,88,1
7277,Sptan1,51,90,1
7278,Brwd1,51,90,1
7279,Tmem106a,51,90,1
7280,Trim44,51,92,1
7281,Malat1,51,93,1
7282,Malat1,51,94,1
7283,Reps1,51,94,1
7284,Kcnt2,51,94,1
7285,Mat2a,51,95,1
7286,Pcyt2,51,95,1
7287,Ehmt1,51,95,1
7288,Mecp2,51,95,1
7289,Malat1,51,97,1
7290,Tulp4,51,97,1
7291,Ubr2,51,98,1
7292,Ppig,51,99,1
7293,Ggnbp2,52,3,1
7294,Arfgef1,52,3,1
7295,Qtrt2,52,4,1
7296,Dhdh,52,5,1
7297,Cep126,52,6,1
7298,Malat1,52,9,1
7299,Ermard,52,9,1
7300,Nxf1,52,10,1
7301,Prpf40b,52,10,1
7302,Wnk1,52,11,1
7303,Malat1,52,12,1
7304,Fam199x,52,12,1
7305,Fam91a1,52,12,1
7306,Slc12a3,52,14,1
7307,Cdk5,52,14,1
7308,Slc12a3,52,16,1
7309,Tns1,52,18,1
7310,Bbx,52,20,1
7311,Rac1,52,20,1
7312,Ablim1,52,22,1
7313,Rprd1a,52,22,1
7314,Steap2,52,23,1
7315,Chchd3,52,23,1
7316,Cptp,52,23,1
7317,Malat1,52,24,2
7318,Dvl1,52,24,1
7319,Nrbp2,52,25,1
7320,Abhd6,52,29,1
7321,Malat1,52,30,1
7322,Irf9,52,30,1
7323,Dapk1,52,30,1
7324,Malat1,52,33,1
7325,Rbm39,52,33,1
7326,Nufip2,52,34,1
7327,Ewsr1,52,34,1
7328,Igsf5,52,35,1
7329,Nr2f1,52,35,1
7330,Luc7l3,52,36,1
7331,Irgq,52,36,1
7332,Malat1,52,37,1
7333,Kcnq1ot1,52,37,1
7334,Slc12a1,52,37,1
7335,Sptbn1,52,37,1
7336,Rb1cc1,52,39,1
7337,Myef2,52,39,1
7338,Malat1,52,40,2
7339,Ap3d1,52,40,1
7340,Ctcf,52,40,1
7341,Fkbp2,52,40,1
7342,Psmd3,52,41,1
7343,Neat1,52,42,1
7344,Las1l,52,42,1
7345,Hook1,52,42,1
7346,Rsrp1,52,43,1
7347,Slc17a5,52,44,1
7348,Mro,52,44,1
7349,Zfp108,52,44,1
7350,Gss,52,45,1
7351,Abca1,52,46,1
7352,AC149090.1,52,46,1
7353,Acaa1b,52,47,1
7354,Thoc1,52,47,1
7355,Lime1,52,47,1
7356,Kdm6b,52,48,1
7357,2610037D02Rik,52,48,1
7358,Slc12a3,52,50,1
7359,Dhx57,52,50,1
7360,Malat1,52,51,1
7361,Yipf1,52,51,1
7362,Kif2a,52,54,1
7363,Txndc15,52,55,1
7364,C2cd2,52,56,1
7365,Spag9,52,57,1
7366,Taf1,52,59,1
7367,Prex2,52,61,1
7368,Kmt2c,52,63,1
7369,App,52,63,1
7370,Wfdc2,52,63,1
7371,Dync1h1,52,68,1
7372,Plcb4,52,68,1
7373,Washc2,52,70,1
7374,Gm4524,52,70,1
7375,Setd5,52,70,1
7376,Tmem176b,52,70,1
7377,Akr1c19,52,71,1
7378,Gstt2,52,71,1
7379,Malat1,52,72,2
7380,Spg7,52,72,1
7381,Crybg3,52,72,1
7382,Rufy3,52,72,1
7383,Zfp131,52,73,1
7384,Slc25a39,52,73,1
7385,Dst,52,74,1
7386,Wdr91,52,74,1
7387,Slc25a36,52,74,1
7388,Kri1,52,74,1
7389,Dusp11,52,76,1
7390,Gnai2,52,76,1
7391,Malat1,52,77,1
7392,Zcchc7,52,77,1
7393,Aspa,52,77,1
7394,Rps2,52,77,1
7395,Malat1,52,78,1
7396,Dst,52,78,1
7397,Gm20045,52,80,1
7398,Chd6,52,80,1
7399,Dnmt3a,52,80,1
7400,Malat1,52,81,1
7401,Kansl3,52,81,1
7402,Spc25,52,81,1
7403,Rabep1,52,82,1
7404,Slu7,52,82,1
7405,Hps5,52,82,1
7406,Pibf1,52,83,1
7407,Ilf3,52,84,1
7408,Gpbp1,52,84,1
7409,Brap,52,85,1
7410,Malat1,52,86,1
7411,Malat1,52,87,1
7412,Cenpc1,52,87,1
7413,Rps19,52,87,1
7414,Malat1,52,88,1
7415,Gramd1b,52,88,1
7416,Dnajc7,52,88,1
7417,Ahnak,52,89,1
7418,Tet2,52,89,1
7419,Uri1,52,90,1
7420,Slc25a28,52,90,1
7421,Rnf24,52,91,1
7422,Thrb,52,91,1
7423,Phf14,52,93,1
7424,Ddx46,52,93,1
7425,Slc47a1,52,96,1
7426,Malat1,52,97,1
7427,Rnf111,52,97,1
7428,Malat1,52,98,1
7429,Hpn,52,98,1
7430,Zcchc7,52,98,1
7431,Pygl,52,99,1
7432,Malat1,53,1,1
7433,Ripk4,53,1,1
7434,Malat1,53,3,1
7435,Ubap2l,53,4,1
7436,Kifc3,53,5,1
7437,Atp2b4,53,5,1
7438,Rps15,53,6,1
7439,Ptprf,53,8,1
7440,Prpf40a,53,9,1
7441,Pdzd3,53,9,1
7442,Snrnp200,53,10,1
7443,Malat1,53,12,1
7444,Slc4a3,53,13,1
7445,Malat1,53,14,1
7446,Ncoa3,53,14,1
7447,Hdlbp,53,14,1
7448,Preb,53,16,1
7449,Irf3,53,18,1
7450,Prpf39,53,18,1
7451,Ecd,53,18,1
7452,Atl1,53,18,1
7453,Malat1,53,19,1
7454,Plekha6,53,19,1
7455,Tmem234,53,21,1
7456,Atp1a1,53,22,1
7457,Rpl4,53,23,1
7458,Klk1,53,25,1
7459,Nrk,53,26,1
7460,Fubp1,53,27,1
7461,Nabp1,53,27,1
7462,Wdr36,53,27,1
